Gene.name,HGNC.symbol
Ncor2,NCOR2
Olfr1204,OR4C46
Slc1a4,SLC1A4
CK137956,C1orf94
Sumf2,SUMF2
Gm25930,RNU6-86P
Fryl,FRYL
Tfec,TFEC
Ppp1r21,PPP1R21
Pld3,PLD3
Slc36a2,SLC36A2
Slitrk2,SLITRK2
Wfdc2,WFDC2
Maf1,MAF1
Spag17,SPAG17
Zfp777,ZNF777
Dzip3,DZIP3
Mblac1,MBLAC1
Tenm4,TENM4
Phldb2,PHLDB2
F2rl2,F2RL2
Gabra4,GABRA4
Pmpca,PMPCA
Itpr2,ITPR2
Sostdc1,SOSTDC1
Krit1,KRIT1
Armc1,ARMC1
Tmem211,TMEM211
Carmil3,CARMIL3
Drp2,DRP2
Arl2,ARL2
Nptn,NPTN
Nutm1,NUTM1
Csf1,CSF1
Hspa4,HSPA4
Cep85l,CEP85L
Yrdc,YRDC
Huwe1,HUWE1
Cep83,CEP83
Gmeb2,GMEB2
Phf3,PHF3
Pak1ip1,PAK1IP1
Surf4,SURF4
Olfr748,OR11H7
Dus2,DUS2
Glrx,GLRX
Gpat3,GPAT3
Gm22220,RNU1-29P
Aldh1a3,ALDH1A3
Pxylp1,PXYLP1
Syde2,SYDE2
Lst1,LST1
Jund,JUND
Rad21,RAD21
Zbtb44,ZBTB44
Pgm1,PGM1
Slc5a8,SLC5A8
Ccng1,CCNG1
Zfp687,ZNF687
Hephl1,HEPHL1
Zfp469,ZNF469
Yipf5,YIPF5
Zfpl1,ZFPL1
Snord68,SNORD68
Spcs2,SPCS2
Parp14,PARP14
Tbc1d20,TBC1D20
Glb1l2,GLB1L2
Tmem219,TMEM219
Snx24,SNX24
Kcnj5,KCNJ5
Mapkap1,MAPKAP1
Zfp605,ZNF605
Apex1,APEX1
Efl1,EFL1
Zfp13,ZNF205
Vsig1,VSIG1
Rap2b,RAP2B
Smarca5,SMARCA5
Grik4,GRIK4
Rpl37,RPL37
Psma4,PSMA4
Atl2,ATL2
Gm25514,RNU1-56P
Sfrp1,SFRP1
Dmrta2,DMRTA2
Tbx4,TBX4
Fgf2,FGF2
Tacr2,TACR2
Csn3,CSN3
Ubxn7,UBXN7
Galnt14,GALNT14
Uts2b,UTS2B
Tnnt1,TNNT1
Ccr6,CCR6
Tmem258,TMEM258
Snx31,SNX31
Myrf,MYRF
Bicra,BICRA
Lrp3,LRP3
Aqp9,AQP9
Dip2b,DIP2B
Vps33a,VPS33A
Snrnp35,SNRNP35
Gmfg,GMFG
F11,F11
Dpysl5,DPYSL5
Mmp20,MMP20
Tnip3,TNIP3
Cited2,CITED2
Stx11,STX11
Cd164,CD164
B4galt1,B4GALT1
Wee2,WEE2
Ptges2,PTGES2
Irx3,IRX3
Cxcr1,CXCR1
Tedc1,TEDC1
Cpxm2,CPXM2
Lman1l,LMAN1L
Plp2,PLP2
Rab21,RAB21
Trerf1,TRERF1
Gkap1,GKAP1
Zfp646,ZNF646
Napa,NAPA
Mir204,MIR204
Cd37,CD37
Ldlr,LDLR
Krt18,KRT18
Trmt10b,TRMT10B
Nrxn3,NRXN3
Tdrd7,TDRD7
Kmt5a,KMT5A
Nucb1,NUCB1
Pou2f3,POU2F3
Srek1ip1,SREK1IP1
Ntmt1,NTMT1
Ugt2a3,UGT2A3
Nek9,NEK9
Sdad1,SDAD1
Mcm7,MCM7
Acbd5,ACBD5
Cyp2j9,CYP2J2
Ncr1,NCR1
Tesc,TESC
Wdyhv1,NTAQ1
Phf20l1,PHF20L1
Ppp2r5b,PPP2R5B
Gm11639,EFCAB13
Smyd1,SMYD1
Ndst3,NDST3
Cltc,CLTC
Isl2,ISL2
Mfap3l,MFAP3L
Arid1a,ARID1A
Galnt1,GALNT1
Srp54a,SRP54
Spdya,SPDYA
Btaf1,BTAF1
Acyp2,ACYP2
Coa7,COA7
Zfp575,ZNF575
Slc35a5,SLC35A5
Rbm46,RBM46
Opn4,OPN4
Asah2,ASAH2B
Fbln7,FBLN7
Siglec1,SIGLEC1
Gdap2,GDAP2
Agpat4,AGPAT4
Gm26128,RNU6-271P
Gm24449,RNU6-745P
Myl10,MYL10
Six2,SIX2
Denr,DENR
B3gnt5,B3GNT5
Usp50,USP50
Gna13,GNA13
Crppa,CRPPA
Cyp2s1,CYP2S1
Ddb2,DDB2
Cplx2,CPLX2
Arpc1b,ARPC1B
Mir382,MIR382
Nlgn1,NLGN1
Cadps2,CADPS2
Rnf208,RNF208
Adssl1,ADSS1
Stk17b,STK17B
Igdcc4,IGDCC4
Clic3,CLIC3
A2m,A2M
Pdcl,PDCL
Brd7,BRD7
Mon2,MON2
Foxi2,FOXI2
Ly6d,LY6D
Cyp39a1,CYP39A1
Slc37a2,SLC37A2
Zfat,ZFAT
Cttnbp2nl,CTTNBP2NL
Naif1,NAIF1
Lcn12,LCN12
Efcab11,EFCAB11
Lmln,LMLN
Ift80,IFT80
Asz1,ASZ1
Jph4,JPH4
Nefh,NEFH
Mark4,MARK4
Rnf7,RNF7
Zfp668,ZNF668
Cops4,COPS4
Majin,MAJIN
Clec3b,CLEC3B
Ceacam10,CEACAM7
Ceacam10,CEACAM5
Ceacam10,CEACAM6
Ceacam10,CEACAM3
Ceacam10,PSG5
Ceacam10,PSG4
Ceacam10,PSG9
Ceacam10,PSG3
Ceacam10,PSG8
Ceacam10,PSG7
Ceacam10,PSG11
Ceacam10,PSG2
Ceacam10,PSG6
Treml2,TREML2
Actr3b,ACTR3B
Hcn1,HCN1
Naa40,NAA40
Wbp1l,WBP1L
Otulin,OTULIN
Map1a,MAP1A
Ccl8,CCL8
Xrcc2,XRCC2
Gm24522,RNU6-576P
Gm25854,SNORD114-23
D3Ertd751e,C4orf33
Arid4a,ARID4A
Cxxc5,CXXC5
Psmb11,PSMB11
Ulk4,ULK4
Ttc32,TTC32
Susd2,SUSD2
Swap70,SWAP70
Ralyl,RALYL
Apom,APOM
Il1f5,IL36RN
Zswim1,ZSWIM1
Kcnn3,KCNN3
Agtr2,AGTR2
Ormdl3,ORMDL3
Rbm5,RBM5
Ccdc50,CCDC50
Pip5k1a,PIP5K1A
Pitpnc1,PITPNC1
Tppp2,TPPP2
Minar2,MINAR2
Sharpin,SHARPIN
Dmrt3,DMRT3
4930444G20Rik,SENP2
Sst,SST
Tes,TES
Ift43,IFT43
Kank1,KANK1
Spink6,SPINK6
Stard4,STARD4
Rem2,REM2
Creg2,CREG2
Psors1c2,PSORS1C2
Mir494,MIR494
Pnliprp2,PNLIPRP2
Kcnk10,KCNK10
Cdkl2,CDKL2
Mir99b,MIR99B
Olfml3,OLFML3
Wdr76,WDR76
Tc2n,TC2N
Ralgps1,RALGPS1
Ppp3ca,PPP3CA
4933400A11Rik,CAPZA1
Slc17a1,SLC17A1
Kcnk18,KCNK18
Mir140,MIR140
Actl7a,ACTL7A
Smad7,SMAD7
Rhpn2,RHPN2
Mthfsd,MTHFSD
Hpf1,HPF1
Snap91,SNAP91
Rtp4,RTP4
Nhlrc2,NHLRC2
Lrrc43,LRRC43
Tmprss11d,TMPRSS11D
Wdpcp,WDPCP
Skap1,SKAP1
Eef2kmt,FAM86B1
Eef2kmt,EEF2KMT
Aprt,APRT
Bax,BAX
Fchsd1,FCHSD1
Amd2,AMD1
Lxn,LXN
Aco1,ACO1
Sowahd,SOWAHD
Mbd3,MBD3
Cabp1,CABP1
Ckmt2,CKMT2
Sult1b1,SULT1B1
Gm10153,KRTAP29-1
Adamtsl3,ADAMTSL3
Rxfp1,RXFP1
Ndufa1,NDUFA1
Prdx5,PRDX5
Zbed3,ZBED3
Capsl,CAPSL
Vcpip1,VCPIP1
Arhgap31,ARHGAP31
Il13,IL13
Sat1,SAT1
Insyn2b,INSYN2B
Rps29,RPS29
Slc28a2,SLC28A2
Gal3st3,GAL3ST3
Adm,ADM
Prkca,PRKCA
Nipal2,NIPAL2
Cpe,CPE
Fpgs,FPGS
Stfa2l1,CSTA
Zc3h15,ZC3H15
2310057M21Rik,C10orf88
Fuca2,FUCA2
Tmigd1,TMIGD1
Dglucy,DGLUCY
Galnt5,GALNT5
Ddx19a,DDX19A
Enpp6,ENPP6
Sstr2,SSTR2
Washc3,WASHC3
Tcp10c,TCP10L2
Cyp1a2,CYP1A2
Magi2,MAGI2
2310011J03Rik,C19orf25
Aqp6,AQP6
Wdr11,WDR11
Gsc2,GSC2
Slc9a2,SLC9A2
Bend3,BEND3
Trappc3l,TRAPPC3L
Hacd2,HACD2
Kcnmb2,KCNMB2
Prickle2,PRICKLE2
Jup,JUP
Slc44a1,SLC44A1
Lhx6,LHX6
Zfp14,ZFP14
Magt1,MAGT1
Pcdh10,PCDH10
Hcfc2,HCFC2
Wdr38,WDR38
Has3,HAS3
Traf2,TRAF2
Qsox2,QSOX2
Ube2c,UBE2C
Usp29,USP29
Fabp12,FABP12
Hs2st1,HS2ST1
Musk,MUSK
Ifi30,IFI30
Stip1,STIP1
Zfp579,ZNF579
Syne4,SYNE4
Gm24313,SNORA5A
2310039H08Rik,C6orf226
Tln2,TLN2
Strn,STRN
Syce1,SYCE1
Adam23,ADAM23
Lypd3,LYPD3
Ppm1l,PPM1L
Edf1,EDF1
Dkk2,DKK2
Golph3,GOLPH3
Cox6b2,COX6B2
Slc24a4,SLC24A4
Cyp27b1,CYP27B1
Dhx36,DHX36
Ppp1r3g,PPP1R3G
Trib3,TRIB3
Dnajc6,DNAJC6
Hykk,HYKK
Ccdc141,CCDC141
Phox2a,PHOX2A
Col27a1,COL27A1
Pdk4,PDK4
Ston2,STON2
Tubd1,TUBD1
Il17rd,IL17RD
4930430F08Rik,C12orf29
Gpr27,GPR27
Meltf,MELTF
Dbh,DBH
Cxcr4,CXCR4
Cluap1,CLUAP1
BC049762,MSANTD5
Ankrd7,POTEA
Iqcd,IQCD
Gprasp1,GPRASP1
Atp6ap1,ATP6AP1
Cacna2d1,CACNA2D1
Rnase13,RNASE13
Rpl35,RPL35
Atp6v0c,ATP6V0C
Mefv,MEFV
Cma1,CMA1
Cdipt,CDIPT
Pbp2,PEBP1
Znrf2,ZNRF2
Serpinb12,SERPINB12
Alb,ALB
Cldnd2,CLDND2
Golga3,GOLGA3
Pam16,PAM16
Mir365-1,MIR365A
Hgd,HGD
Fpr2,FPR2
Grsf1,GRSF1
Supv3l1,SUPV3L1
Fra10ac1,FRA10AC1
Jph3,JPH3
Krtap4-16,KRTAP4-2
Fam122c,PABIR3
Slc6a7,SLC6A7
Gm24623,RNU2-33P
Ppip5k1,PPIP5K1
Podn,PODN
Tmem167,TMEM167A
Stx1b,STX1B
Basp1,BASP1
Ide,IDE
Mir30a,MIR30A
Unc93b1,UNC93B1
Gpatch8,GPATCH8
Gcc2,GCC2
Ncbp2,NCBP2
Decr1,DECR1
Bub1b,BUB1B
Itga11,ITGA11
Dlx1,DLX1
Selenbp1,SELENBP1
Oc90,OC90
Pdpr,PDPR
Fbxw8,FBXW8
Zfy1,ZNF837
Zfy1,ZNF584
Zfy1,ZNF548
Zfy1,ZNF256
Zfy1,ZNF792
Zfy1,ZNF773
Zfy1,ZNF549
Zfy1,ZNF134
Zfy1,ZNF793
Rars2,RARS2
Sema3f,SEMA3F
Drd1,DRD1
Ccng2,CCNG2
Stoml2,STOML2
Lrriq4,LRRIQ4
Lats1,LATS1
Prrg1,PRRG1
Bgn,BGN
Arpc2,ARPC2
Man1a2,MAN1A2
Pou2af1,POU2AF1
Slc25a24,SLC25A24
Cntn5,CNTN5
Nkiras2,NKIRAS2
Rspo1,RSPO1
Lkaaear1,LKAAEAR1
Prss37,PRSS37
Chrdl1,CHRDL1
Setx,SETX
Spinkl,SPINK9
Srpk2,SRPK2
Ctnna1,CTNNA1
Nox4,NOX4
Pskh1,PSKH1
Slc35g1,SLC35G1
Krt80,KRT80
Ap4m1,AP4M1
Atf4,ATF4
Krt79,KRT79
Hsdl2,HSDL2
Dmrt1,DMRT1
Irak1,IRAK1
Irgc1,IRGC
Coro7,CORO7-PAM16
Coro7,CORO7
Pkia,PKIA
Slc4a5,SLC4A5
Dexi,DEXI
Dbx2,DBX2
Isoc2b,ISOC2
Pdia2,PDIA2
Alcam,ALCAM
Cct7,CCT7
Dennd2a,DENND2A
Trpm4,TRPM4
Nfatc4,NFATC4
Fhl4,FHL1
Tas2r137,TAS2R3
Fosl2,FOSL2
Sqstm1,SQSTM1
Slc44a3,SLC44A3
Slc25a33,SLC25A33
Pstpip1,PSTPIP1
Olfr685,OR52L1
Rasgrp2,RASGRP2
Spink5,SPINK5
Klhl3,KLHL3
Ubr7,UBR7
Cul2,CUL2
Crtam,CRTAM
T,TBXT
Slc22a18,SLC22A18
Spata6,SPATA6
Ttc16,TTC16
Tgfbr2,TGFBR2
Polr2k,POLR2K
Slc26a3,SLC26A3
Chpt1,CHPT1
Fbxo2,FBXO2
Bmx,BMX
Gm7324,RBMX
Gm23245,SNORA22B
Gm23245,SNORA22
Gm23245,SNORA22C
Hand1,HAND1
Gdpd5,GDPD5
Rwdd3,RWDD3
Elf5,ELF5
Jazf1,JAZF1
Rtn4ip1,RTN4IP1
Asic3,ASIC3
Ube2j1,UBE2J1
Borcs8,BORCS8
Zfp276,ZNF276
Mrpl2,MRPL2
Chordc1,CHORDC1
Capg,CAPG
Mif,MIF
Nacc2,NACC2
Sh3bgrl2,SH3BGRL2
Adprh,ADPRH
Rbm18,RBM18
Lsm4,LSM4
Smpd2,SMPD2
Gm22364,RNU6-853P
Nlrp9c,NLRP9
Cmss1,CMSS1
Myh6,MYH6
Qrfp,QRFP
Dock2,DOCK2
Tmem238,TMEM238
Olfr15,OR2C1
Gtf2a2,GTF2A2
Mcrs1,MCRS1
Axin2,AXIN2
1700012P22Rik,C1orf158
Usf2,USF2
Rab2b,RAB2B
Fez1,FEZ1
Cpa4,CPA4
Klk7,KLK7
Tlr1,TLR1
Il18bp,IL18BP
Mastl,MASTL
Trim8,TRIM8
Thsd7b,THSD7B
Gcnt3,GCNT3
Slc4a8,SLC4A8
Ehhadh,EHHADH
Ranbp10,RANBP10
Ltbp1,LTBP1
Ocm,OCM2
Cep57,CEP57
Meikin,MEIKIN
Rpl10l,RPL10L
Chad,CHAD
Gxylt1,GXYLT1
Hnf4g,HNF4G
Ythdc2,YTHDC2
Slc39a11,SLC39A11
Itgax,ITGAX
Plekhf2,PLEKHF2
Dpp8,DPP8
Bco2,BCO2
Adam33,ADAM33
Gpr15,GPR15
Akr1b7,AKR1B10
Eefsec,EEFSEC
Calb2,CALB2
P2rx7,P2RX7
Tspan7,TSPAN7
Rnase4,RNASE4
Ssc5d,SSC5D
Hint3,HINT3
Jrk,JRK
Mllt3,MLLT3
Plb1,PLB1
Hgfac,HGFAC
Degs2,DEGS2
Tcf12,TCF12
Upf3b,UPF3B
Fads3,FADS3
Adgrg6,ADGRG6
Gk,GK
Gk,GK3P
Emcn,EMCN
Stt3a,STT3A
Tmem120a,TMEM120A
Ago2,AGO2
Mat2b,MAT2B
Nrn1l,NRN1L
Trrap,TRRAP
Trib1,TRIB1
Vps26b,VPS26B
Il17a,IL17A
Plg,PLGLB2
Plg,PLG
Emid1,EMID1
Nit2,NIT2
Znfx1,ZNFX1
Ube2m,UBE2M
Tmem39a,TMEM39A
Zzz3,ZZZ3
Nol10,NOL10
Gfra4,GFRA4
Nkpd1,NKPD1
Ccer1,CCER1
Dpy19l1,DPY19L1
Crtc3,CRTC3
Hspbp1,HSPBP1
Bsnd,BSND
Plet1,PLET1
Cenpp,CENPP
Neil2,NEIL2
Mgat4b,MGAT4B
Polr2m,POLR2M
Thg1l,THG1L
Il1rap,IL1RAP
Ptpn9,PTPN9
Hbs1l,HBS1L
Chmp5,CHMP5
Trak1,TRAK1
Il22ra2,IL22RA2
Cwc22,CWC22
Stau1,STAU1
Nckap5,NCKAP5
Arl3,ARL3
Ccdc54,CCDC54
Asb3,ASB3
Tyw1,TYW1
Sytl4,SYTL4
Itgb7,ITGB7
Zfhx3,ZFHX3
Gm22827,RNU6-832P
Arhgef25,ARHGEF25
Chrnb3,CHRNB3
Marchf1,MARCHF1
Fam135b,FAM135B
Pkn2,PKN2
Ssc4d,SSC4D
Gars,GARS1
Serpina1d,SERPINA1
Ppp2ca,PPP2CA
Snx25,SNX25
Islr,ISLR
Wnt8a,WNT8A
Galk2,GALK2
Zfp407,ZNF407
Mctp2,MCTP2
Mir337,MIR337
Ndufs4,NDUFS4
Neo1,NEO1
Slc30a5,SLC30A5
Tlnrd1,TLNRD1
Tm4sf4,TM4SF4
Sdhd,SDHD
Necab1,NECAB1
Appl1,APPL1
Zdhhc7,ZDHHC7
Maoa,MAOA
Trp53bp1,TP53BP1
Uba2,UBA2
Mir330,MIR330
Nova2,NOVA2
Slc35g2,SLC35G2
Spesp1,SPESP1
Fabp3,FABP3
Dlgap4,DLGAP4
Zmym6,ZMYM6
Dyrk1b,DYRK1B
Adgrg1,ADGRG1
Dscaml1,DSCAML1
Atp23,ATP23
Rabgap1,RABGAP1
F2,F2
Prnd,PRND
Lta,LTA
Smap1,SMAP1
Auh,AUH
Vwa3b,VWA3B
Pnmal1,PNMA8A
Bri3,BRI3
Pkd1l2,PKD1L2
Slc10a6,SLC10A6
Tgoln1,TGOLN2
Izumo3,IZUMO3
4930524B15Rik,C5orf47
Hoxb1,HOXB1
Mchr1,MCHR1
Klhdc10,KLHDC10
Mir208a,MIR208A
Slc9a9,SLC9A9
Ngfr,NGFR
Olfm1,OLFM1
Tmprss12,TMPRSS12
Gpbp1,GPBP1
Pigo,PIGO
Grm8,GRM8
1700123O20Rik,C14orf119
Gjb1,GJB1
Trim41,TRIM41
Cenpe,CENPE
Fam161a,FAM161A
Tyr,TYR
Cdsn,CDSN
Nup107,NUP107
Cd53,CD53
Dck,DCK
Gabrr1,GABRR1
Sec24c,SEC24C
Derl3,DERL3
Mecom,MECOM
Obp2a,OBP2A
Zfp92,ZFP92
Fbxl6,FBXL6
Gm5096,BHMT
Ctbs,CTBS
Esm1,ESM1
Tsc22d4,TSC22D4
Vegfd,VEGFD
Nuggc,NUGGC
Spock3,SPOCK3
Crybg3,CRYBG3
Cip2a,CIP2A
Maml1,MAML1
Gpr119,GPR119
Rngtt,RNGTT
Gje1,GJE1
Bag2,BAG2
Ina,INA
Mrpl13,MRPL13
Tcn2,TCN2
Gsdma2,GSDMA
Tacstd2,TACSTD2
Chrna7,CHRFAM7A
Chrna7,CHRNA7
Olfr202,OR5AC1
Olfr202,OR5AC2
Cabp7,CABP7
Spice1,SPICE1
Gm26063,RNU6-306P
Pla1a,PLA1A
Rassf6,RASSF6
Icam5,ICAM5
Chpf2,CHPF2
Ccdc191,CCDC191
Cdhr3,CDHR3
Gngt2,GNGT2
Slc17a6,SLC17A6
Lrp1b,LRP1B
Kir3dl2,KIR3DL3
Kir3dl2,KIR2DL3
Kir3dl2,KIR2DL1
Kir3dl2,KIR2DL4
Kir3dl2,KIR3DL1
Kir3dl2,KIR2DS4
Kir3dl2,KIR3DL2
Ttk,TTK
Cnpy3,CNPY3
Sapcd2,SAPCD2
Zc3h18,ZC3H18
Cntnap3,CNTNAP3B
Cntnap3,CNTNAP3
Rcor2,RCOR2
Anxa7,ANXA7
Alk,ALK
Tgfb1i1,TGFB1I1
Abca6,ABCA6
Wtap,WTAP
Mtfp1,MTFP1
Sgtb,SGTB
Hk3,HK3
Prkd1,PRKD1
Rac3,RAC3
Cmtm5,CMTM5
Zfp410,ZNF410
Slc10a7,SLC10A7
Helt,HELT
Thsd4,THSD4
Krt7,KRT7
Pomgnt1,POMGNT1
Asb13,ASB13
Frmd7,FRMD7
Rbm27,RBM27
Macrod2,MACROD2
Matn4,MATN4
Pip4p1,PIP4P1
Ndufb11,NDUFB11
Ciart,CIART
Aard,AARD
Cep44,CEP44
Zfhx4,ZFHX4
Cd151,CD151
Pcsk1,PCSK1
Pcyt1a,PCYT1A
Rbpms,RBPMS
Fem1c,FEM1C
Tbc1d24,TBC1D24
Ggcx,GGCX
Mrpl41,MRPL41
Nln,NLN
Stkld1,STKLD1
Galnt13,GALNT13
Neurog2,NEUROG2
Cebpd,CEBPD
Tmem141,TMEM141
Recql4,RECQL4
Abtb1,ABTB1
Fbxo45,FBXO45
Krt5,KRT5
Coa5,COA5
Ppargc1b,PPARGC1B
Homer1,HOMER1
Hmg20a,HMG20A
Krt71,KRT71
Mmp14,MMP14
Rtp1,RTP1
Rplp0,RPLP0
Atp6v0d2,ATP6V0D2
Lypd4,LYPD4
Gmps,GMPS
Clec5a,CLEC5A
Cd300lg,CD300LG
Spata25,SPATA25
Fbxl4,FBXL4
Cplx3,CPLX3
Shq1,SHQ1
Alx3,ALX3
Gga2,GGA2
Fbxl14,FBXL14
Gdnf,GDNF
Itgad,ITGAD
Shtn1,SHTN1
Il1r2,IL1R2
Inppl1,INPPL1
Gatd1,GATD1
Slc52a2,SLC52A2
Ddit4l,DDIT4L
Psd2,PSD2
Plppr5,PLPPR5
Rgs20,RGS20
Klf3,KLF3
Gm24453,SNORD28B
Flt4,FLT4
Ajuba,AJUBA
Msn,MSN
Ribc1,RIBC1
Bcl11a,BCL11A
Gen1,GEN1
Nme5,NME5
Yipf6,YIPF6
Cox4i1,COX4I1
Rfc1,RFC1
Cfap97d1,CFAP97D1
Top3a,TOP3A
Casp7,CASP7
Fam3a,FAM3A
Phex,PHEX
Khdc1a,KHDC1L
Khdc1a,KHDC1
Gnpnat1,GNPNAT1
Crim1,CRIM1
Manf,MANF
Atp5j2,ATP5MF
Cbwd1,CBWD3
Rubcn,RUBCN
Scgb3a1,SCGB3A1
Emc7,EMC7
Calhm5,CALHM5
Tmem242,TMEM242
Slc12a4,SLC12A4
Tab3,TAB3
Inpp5a,INPP5A
Qrfprl,QRFPR
Lmf1,LMF1
Mmp21,MMP21
Pmis2,PMIS2
BC004004,C6orf89
1810058I24Rik,STMP1
Snord37,SNORD37
Eid2b,EID2B
Fubp3,FUBP3
Slc29a2,SLC29A2
Ddx18,DDX18
Pole4,POLE4
Sptlc2,SPTLC2
Aldob,ALDOB
Il7,IL7
Gpat2,GPAT2
Chd6,CHD6
Ncoa2,NCOA2
Fabp2,FABP2
Polr3k,POLR3K
Tmem70,TMEM70
Ston1,STON1-GTF2A1L
Pus10,PUS10
Oaz2,OAZ2
Gm23623,RNU6-952P
Osbpl8,OSBPL8
Gria4,GRIA4
Kyat3,KYAT3
Plcxd1,PLCXD1
Bhlhb9,BHLHB9
Strc,STRC
Cog1,COG1
Guca2a,GUCA2A
Stxbp1,STXBP1
Slc7a10,SLC7A10
Snf8,SNF8
Ccdc90b,CCDC90B
Gpi1,GPI
Ffar3,GPR42
Ffar3,FFAR3
Ago4,AGO4
Card14,CARD14
Mplkip,MPLKIP
Ergic1,ERGIC1
Etf1,ETF1
Slc12a6,SLC12A6
Phf21a,PHF21A
Zfp446,ZNF446
Edc4,EDC4
Slc38a6,SLC38A6
Rpl7,RPL7
Dmap1,DMAP1
Acads,ACADS
Btla,BTLA
Ifna13,IFNA14
Ifna13,IFNA10
Ifna13,IFNA4
Ifna13,IFNA8
A4gnt,A4GNT
Cecr2,CECR2
Sh2d3c,SH2D3C
Armc10,ARMC10
Hey1,HEY1
Hexb,HEXB
Sart1,SART1
Ceacam18,CEACAM18
Paip1,PAIP1
Ino80e,INO80E
Cd24a,CD24
Tulp4,TULP4
Epb41l4a,EPB41L4A
Ndufaf6,NDUFAF6
Lgalsl,LGALSL
Dao,DAO
Cldn2,CLDN2
Tsga10ip,TSGA10IP
F3,F3
Vat1,VAT1
Qrsl1,QRSL1
Rgp1,RGP1
Dse,DSE
Samhd1,SAMHD1
Lta4h,LTA4H
Lrrc69,LRRC69
Ap1s1,AP1S1
Thegl,THEGL
Rad1,RAD1
Cry2,CRY2
Hace1,HACE1
Marf1,MARF1
Fbxo25,FBXO25
Ebag9,EBAG9
Nr2f2,NR2F2
Man2a2,MAN2A2
Klhl22,KLHL22
Tmem174,TMEM174
Sertad3,SERTAD3
Mmp27,MMP27
Kcnma1,KCNMA1
Rnf149,RNF149
Col5a1,COL5A1
Tmem178b,TMEM178B
Rnf144b,RNF144B
Apobr,APOBR
Plp1,PLP1
Adamts7,ADAMTS7
Sftpd,SFTPD
Arcn1,ARCN1
Eng,ENG
Slc22a15,SLC22A15
Slc35f1,SLC35F1
Mat2a,MAT2A
Rsad1,RSAD1
Nos3,NOS3
Stxbp5,STXBP5
Adamts8,ADAMTS8
B4galt7,B4GALT7
Usp24,USP24
Srpx2,SRPX2
Pcsk9,PCSK9
Vac14,VAC14
Ms4a5,MS4A5
Iqca1l,IQCA1L
Cd22,CD22
Nbas,NBAS
Mtmr12,MTMR12
Slc26a7,SLC26A7
Hnrnpd,HNRNPD
Tmem191c,TMEM191C
Oma1,OMA1
Ajm1,AJM1
Npr1,NPR1
Ccdc189,CCDC189
Deptor,DEPTOR
Lix1,LIX1
Trhr,TRHR
Igdcc3,IGDCC3
Dennd2c,DENND2C
Dmd,DMD
Slco2b1,SLCO2B1
Nkx6-3,NKX6-3
Ccl19,CCL19
Nrg3,NRG3
Myo15,MYO15A
Mpp5,MPP5
Gnat3,GNAT3
Tspan1,TSPAN1
Ggct,GGCT
Fbn2,FBN2
Ogn,OGN
Krtap5-2,KRTAP9-8
Krtap5-2,KRTAP9-7
Krtap5-2,KRTAP9-2
Krtap5-2,KRTAP9-4
Krtap5-2,KRTAP9-3
Krtap5-2,KRTAP9-9
Tasor2,TASOR2
Ms4a7,MS4A7
Sgf29,SGF29
Crabp1,CRABP1
Cotl1,COTL1
Klc1,KLC1
Igbp1,IGBP1P2
Polr2c,POLR2C
Insig1,INSIG1
Rev3l,REV3L
Spata48,SPATA48
Adra1b,ADRA1B
Nfyc,NFYC
Zfp879,ZNF879
Usf3,USF3
Nkx2-1,NKX2-1
Nbn,NBN
Wdr66,CFAP251
Ypel1,YPEL1
Fem1b,FEM1B
Ktn1,KTN1
Pnldc1,PNLDC1
Tmem35a,TMEM35A
Lancl3,LANCL3
Bnc2,BNC2
Caps2,CAPS2
Exosc2,EXOSC2
Klhl2,KLHL2
Zfpm1,ZFPM1
Vnn3,VNN3
Rbm39,RBM39
Ghsr,GHSR
Fam184a,FAM184A
Naalad2,NAALAD2
Peg3,PEG3
Ryr1,RYR1
Abcc2,ABCC2
Timm23,TIMM23
Timm23,TIMM23B
Fam149a,FAM149A
Maz,MAZ
Grm2,GRM2
Fbxw7,FBXW7
Dmwd,DMWD
Gpr31b,GPR31
Pxt1,PXT1
Pinlyp,PINLYP
Crispld2,CRISPLD2
Shroom4,SHROOM4
Tm4sf1,TM4SF1
Pcdhb2,PCDHB2
Cox5b,COX5B
Dennd4a,DENND4A
S1pr1,S1PR1
Ddx4,DDX4
Aldh8a1,ALDH8A1
Scml4,SCML4
Zc3h12d,ZC3H12D
Fchsd2,FCHSD2
Acly,ACLY
Tcf7l1,TCF7L1
Ppp1r35,PPP1R35
Dock1,DOCK1
Prkag2,PRKAG2
Ppp6r1,PPP6R1
Med24,MED24
Mapkapk5,MAPKAPK5
Ptpre,PTPRE
Col14a1,COL14A1
Timm50,TIMM50
Nbr1,NBR1
Cxcl5,CXCL6
Osbpl9,OSBPL9
Ccn4,CCN4
Piga,PIGA
Mars2,MARS2
Kcnc3,KCNC3
Rnf19a,RNF19A
Hesx1,HESX1
Glt6d1,GLT6D1
Nf2,NF2
Myf5,MYF5
Tspan31,TSPAN31
Islr2,ISLR2
Dus4l,DUS4L-BCAP29
Dus4l,DUS4L
Gm22879,SNORD36B
Secisbp2,SECISBP2
Nfe2l1,NFE2L1
Fcnb,FCN1
Gla,GLA
Tonsl,TONSL
Pcdhb8,PCDHB5
Tvp23a,TVP23A
Numa1,NUMA1
Pcgf3,PCGF3
Cops6,COPS6
Bcor,BCOR
Prx,PRX
Pak3,PAK3
